# Flinn-Engdahl Seismic Regions
# source: http://earthquake.usgs.gov/learn/topics/flinn_engdahl_list.php
# with the following fix: s/SUMATERA/SUMATRA/
###
  68;  OFF COAST OF CHIAPAS, MEXICO
  69;  NEAR COAST OF CHIAPAS, MEXICO
  70;  GUATEMALA
  71;  NEAR COAST OF GUATEMALA
 730;  NORTHERN EAST PACFIC RISE
  72;  HONDURAS
  73;  EL SALVADOR
  74;  NEAR COAST OF NICARAGUA
  75;  NICARAGUA
  76;  OFF COAST OF CENTRAL AMERICA
  77;  OFF COAST OF COSTA RICA
  78;  COSTA RICA
  79;  NORTH OF PANAMA
  80;  PANAMA-COSTA RICA BORDER REGION
  81;  PANAMA
  82;  PANAMA-COLOMBIA BORDER REGION
  83;  SOUTH OF PANAMA
  84;  YUCATAN PENINSULA, MEXICO
  85;  CUBA REGION
  86;  JAMAICA REGION
  87;  HAITI REGION
  88;  DOMINICAN REPUBLIC REGION
  89;  MONA PASSAGE
  90;  PUERTO RICO REGION
  91;  VIRGIN ISLANDS
  92;  LEEWARD ISLANDS
  93;  BELIZE
  94;  CARIBBEAN SEA
  95;  WINDWARD ISLANDS
  96;  NEAR NORTH COAST OF COLOMBIA
  97;  NEAR COAST OF VENEZUELA
  98;  TRINIDAD
  99;  NORTHERN COLOMBIA
 100;  LAKE MARACAIBO, VENEZUELA
 101;  VENEZUELA
 731;  NORTH OF HONDURAS
 102;  NEAR WEST COAST OF COLOMBIA
 103;  COLOMBIA
 104;  OFF COAST OF ECUADOR
 105;  NEAR COAST OF ECUADOR
 106;  COLOMBIA-ECUADOR BORDER REGION
 107;  ECUADOR
 108;  OFF COAST OF NORTHERN PERU
 109;  NEAR COAST OF NORTHERN PERU
 110;  PERU-ECUADOR BORDER REGION
 111;  NORTHERN PERU
 112;  PERU-BRAZIL BORDER REGION
 113;  WESTERN BRAZIL
 114;  OFF COAST OF PERU
 115;  NEAR COAST OF PERU
 116;  CENTRAL PERU
 117;  SOUTHERN PERU
 118;  PERU-BOLIVIA BORDER REGION
 119;  NORTHERN BOLIVIA
 120;  CENTRAL BOLIVIA
 121;  OFF COAST OF NORTHERN CHILE
 122;  NEAR COAST OF NORTHERN CHILE
 123;  NORTHERN CHILE
 124;  CHILE-BOLIVIA BORDER REGION
 125;  SOUTHERN BOLIVIA
 126;  PARAGUAY
 127;  CHILE-ARGENTINA BORDER REGION
 128;  JUJUY PROVINCE, ARGENTINA
 129;  SALTA PROVINCE, ARGENTINA
 130;  CATAMARCA PROVINCE, ARGENTINA
 131;  TUCUMAN PROVINCE, ARGENTINA
 132;  SANTIAGO DEL ESTERO PROV., ARG.
 133;  NORTHEASTERN ARGENTINA
 134;  OFF COAST OF CENTRAL CHILE
 135;  NEAR COAST OF CENTRAL CHILE
 136;  CENTRAL CHILE
 137;  SAN JUAN PROVINCE, ARGENTINA
 138;  LA RIOJA PROVINCE, ARGENTINA
 139;  MENDOZA PROVINCE, ARGENTINA
 140;  SAN LUIS PROVINCE, ARGENTINA
 141;  CORDOBA PROVINCE, ARGENTINA
 142;  URUGUAY
 143;  OFF COAST OF SOUTHERN CHILE
 144;  SOUTHERN CHILE
 145;  S. CHILE-ARGENTINA BORDER REGION
 146;  SOUTHERN ARGENTINA
 147;  TIERRA DEL FUEGO
 148;  FALKLAND ISLANDS REGION
 149;  DRAKE PASSAGE
 150;  SCOTIA SEA
 151;  SOUTH GEORGIA ISLAND REGION
 152;  SOUTH GEORGIA RISE
 153;  SOUTH SANDWICH ISLANDS REGION
 154;  SOUTH SHETLAND ISLANDS
 155;  ANTARCTIC PENINSULA
 156;  SOUTHWESTERN ATLANTIC OCEAN
 157;  WEDDELL SEA
 732;  EAST OF SOUTH SANDWICH ISLANDS
 158;  OFF W. COAST OF N. ISLAND, N.Z.
 159;  NORTH ISLAND, NEW ZEALAND
 160;  OFF E. COAST OF N. ISLAND, N.Z.
 161;  OFF W. COAST OF S. ISLAND, N.Z.
 162;  SOUTH ISLAND, NEW ZEALAND
 163;  COOK STRAIT, NEW ZEALAND
 164;  OFF E. COAST OF S. ISLAND, N.Z.
 165;  NORTH OF MACQUARIE ISLAND
 166;  AUCKLAND ISLANDS, N.Z.  REGION
 167;  MACQUARIE ISLAND REGION
 168;  SOUTH OF NEW ZEALAND
 169;  SAMOA ISLANDS REGION
 170;  SAMOA ISLANDS
 171;  SOUTH OF FIJI ISLANDS
 172;  WEST OF TONGA ISLANDS
 173;  TONGA ISLANDS
 174;  TONGA ISLANDS REGION
 175;  SOUTH OF TONGA ISLANDS
 176;  NORTH OF NEW ZEALAND
 177;  KERMADEC ISLANDS REGION
 178;  KERMADEC ISLANDS, NEW ZEALAND
 179;  SOUTH OF KERMADEC ISLANDS
 180;  NORTH OF FIJI ISLANDS
 181;  FIJI ISLANDS REGION
 182;  FIJI ISLANDS
 183;  SANTA CRUZ ISLANDS REGION
 184;  SANTA CRUZ ISLANDS
 185;  VANUATU ISLANDS REGION
 186;  VANUATU ISLANDS
 187;  NEW CALEDONIA
 188;  LOYALTY ISLANDS
 189;  SOUTHEAST OF LOYALTY ISLANDS
 190;  NEW IRELAND REGION, P.N.G.
 191;  NORTH OF SOLOMON ISLANDS
 192;  NEW BRITAIN REGION, P.N.G.
 193;  SOLOMON ISLANDS
 194;  D'ENTRECASTEAUX ISLANDS REGION
 195;  SOUTH OF SOLOMON ISLANDS
 196;  IRIAN JAYA REGION, INDONESIA
 197;  NEAR NORTH COAST OF IRIAN JAYA
 198;  NINIGO ISLANDS REGION, P.N.G.
 199;  ADMIRALTY ISLANDS REGION, P.N.G.
 200;  NEAR N COAST OF NEW GUINEA, PNG.
 201;  IRIAN JAYA, INDONESIA
 202;  NEW GUINEA, PAPUA NEW GUINEA
 203;  BISMARCK SEA
 204;  ARU ISLANDS REGION, INDONESIA
 205;  NEAR SOUTH COAST OF IRIAN JAYA
 206;  NEAR S COAST OF NEW GUINEA, PNG.
 207;  EASTERN NEW GUINEA REG., P.N.G.
 208;  ARAFURA SEA
 209;  W. CAROLINE ISLANDS, MICRONESIA
 210;  SOUTH OF MARIANA ISLANDS
 211;  SOUTHEAST OF HONSHU, JAPAN
 212;  BONIN ISLANDS, JAPAN REGION
 213;  VOLCANO ISLANDS, JAPAN REGION
 214;  WEST OF MARIANA ISLANDS
 215;  MARIANA ISLANDS REGION
 216;  MARIANA ISLANDS
 217;  KAMCHATKA PENINSULA, RUSSIA
 218;  NEAR EAST COAST OF KAMCHATKA
 219;  OFF EAST COAST OF KAMCHATKA
 220;  NORTHWEST OF KURIL ISLANDS
 221;  KURIL ISLANDS
 222;  EAST OF KURIL ISLANDS
 223;  EASTERN SEA OF JAPAN
 224;  HOKKAIDO, JAPAN  REGION
 225;  OFF COAST OF HOKKAIDO, JAPAN
 226;  NEAR WEST COAST OF HONSHU, JAPAN
 227;  EASTERN HONSHU, JAPAN
 228;  NEAR EAST COAST OF HONSHU, JAPAN
 229;  OFF EAST COAST OF HONSHU, JAPAN
 230;  NEAR S. COAST OF HONSHU, JAPAN
 231;  SOUTH KOREA
 232;  WESTERN HONSHU, JAPAN
 233;  NEAR S. COAST OF WESTERN HONSHU
 234;  NORTHWEST OF RYUKYU ISLANDS
 235;  KYUSHU, JAPAN
 236;  SHIKOKU, JAPAN
 237;  SOUTHEAST OF SHIKOKU, JAPAN
 238;  RYUKYU ISLANDS, JAPAN
 239;  SOUTHEAST OF RYUKYU ISLANDS
 240;  WEST OF BONIN ISLANDS
 241;  PHILIPPINE SEA
 242;  NEAR COAST OF SOUTHEASTERN CHINA
 243;  TAIWAN REGION
 244;  TAIWAN
 245;  NORTHEAST OF TAIWAN
 246;  SOUTHWESTERN RYUKYU ISL., JAPAN
 247;  SOUTHEAST OF TAIWAN
 248;  PHILIPPINE ISLANDS REGION
 249;  LUZON, PHILIPPINES
 250;  MINDORO, PHILIPPINES
 251;  SAMAR, PHILIPPINES
 252;  PALAWAN, PHILIPPINES
 253;  SULU SEA
 254;  PANAY, PHILIPPINES
 255;  CEBU, PHILIPPINES
 256;  LEYTE, PHILIPPINES
 257;  NEGROS, PHILIPPINES
 258;  SULU ARCHIPELAGO, PHILIPPINES
 259;  MINDANAO, PHILIPPINES
 260;  EAST OF PHILIPPINE ISLANDS
 261;  BORNEO
 262;  CELEBES SEA
 263;  TALAUD ISLANDS, INDONESIA
 264;  NORTH OF HALMAHERA, INDONESIA
 265;  MINAHASSA PENINSULA, SULAWESI
 266;  NORTHERN MOLUCCA SEA
 267;  HALMAHERA, INDONESIA
 268;  SULAWESI, INDONESIA
 269;  SOUTHERN MOLUCCA SEA
 270;  CERAM SEA
 271;  BURU, INDONESIA
 272;  SERAM, INDONESIA
 273;  SOUTHWEST OF SUMATRA, INDONESIA
 274;  SOUTHERN SUMATRA, INDONESIA
 275;  JAVA SEA
 276;  SUNDA STRAIT, INDONESIA
 277;  JAVA, INDONESIA
 278;  BALI SEA
 279;  FLORES SEA
 280;  BANDA SEA
 281;  TANIMBAR ISLANDS REG., INDONESIA
 282;  SOUTH OF JAVA, INDONESIA
 283;  BALI REGION, INDONESIA
 284;  SOUTH OF BALI, INDONESIA
 285;  SUMBAWA REGION, INDONESIA
 286;  FLORES REGION, INDONESIA
 287;  SUMBA REGION, INDONESIA
 288;  SAVU SEA
 289;  TIMOR REGION
 290;  TIMOR SEA
 291;  SOUTH OF SUMBAWA, INDONESIA
 292;  SOUTH OF SUMBA, INDONESIA
 293;  SOUTH OF TIMOR, INDONESIA
 294;  MYANMAR-INDIA BORDER REGION
 295;  MYANMAR-BANGLADESH BORDER REGION
 296;  MYANMAR
 297;  MYANMAR-CHINA BORDER REGION
 298;  NEAR SOUTH COAST OF MYANMAR
 299;  SOUTHEAST ASIA
 300;  HAINAN ISLAND, CHINA
 301;  SOUTH CHINA SEA
 733;  THAILAND
 734;  LAOS
 735;  CAMBODIA
 736;  VIETNAM
 737;  GULF OF TONGKING
 302;  EASTERN KASHMIR
 303;  KASHMIR-INDIA BORDER REGION
 304;  KASHMIR-XIZANG BORDER REGION
 305;  WESTERN XIZANG-INDIA BORDER REGION
 306;  XIZANG
 307;  SICHUAN, CHINA
 308;  NORTHERN INDIA
 309;  NEPAL-INDIA BORDER REGION
 310;  NEPAL
 311;  SIKKIM, INDIA
 312;  BHUTAN
 313;  EASTERN XIZANG-INDIA BORDER REG.
 314;  SOUTHERN INDIA
 315;  INDIA-BANGLADESH BORDER REGION
 316;  BANGLADESH
 317;  NORTHEASTERN INDIA
 318;  YUNNAN, CHINA
 319;  BAY OF BENGAL
 320;  KYRGYZSTAN-XINJIANG BORDER REG.
 321;  SOUTHERN XINJIANG, CHINA
 322;  GANSU, CHINA
 323;  WESTERN NEI MONGOL, CHINA
 324;  KASHMIR-XINJIANG BORDER REGION
 325;  QINGHAI, CHINA
 326;  SOUTHWESTERN SIBERIA, RUSSIA
 327;  LAKE BAYKAL REGION, RUSSIA
 328;  EAST OF LAKE BAYKAL, RUSSIA
 329;  EASTERN KAZAKHSTAN
 330;  LAKE ISSYK-KUL REGION
 331;  KAZAKHSTAN-XINJIANG BORDER REG.
 332;  NORTHERN XINJIANG, CHINA
 333;  RUSSIA-MONGOLIA BORDER REGION
 334;  MONGOLIA
 335;  URAL MOUNTAINS REGION, RUSSIA
 336;  WESTERN KAZAKHSTAN
 337;  EASTERN CAUCASUS
 338;  CASPIAN SEA
 339;  NORTHWESTERN UZBEKISTAN
 340;  TURKMENISTAN
 341;  TURKMENISTAN-IRAN BORDER REGION
 342;  TURKMENISTAN-AFGHANISTAN BRD REG
 343;  TURKEY-IRAN BORDER REGION
 344;  ARMENIA-AZERBAIJAN-IRAN BORD REG
 345;  NORTHWESTERN IRAN
 346;  IRAN-IRAQ BORDER REGION
 347;  WESTERN IRAN
 348;  NORTHERN AND CENTRAL IRAN
 349;  NORTHWESTERN AFGHANISTAN
 350;  SOUTHWESTERN AFGHANISTAN
 351;  EASTERN ARABIAN PENINSULA
 352;  PERSIAN GULF
 353;  SOUTHERN IRAN
 354;  SOUTHWESTERN PAKISTAN
 355;  GULF OF OMAN
 356;  OFF COAST OF PAKISTAN
 357;  UKRAINE-MOLDOVA-SW RUSSIA REGION
 358;  ROMANIA
 359;  BULGARIA
 360;  BLACK SEA
 361;  CRIMEA REGION, UKRAINE
 362;  WESTERN CAUCASUS
 363;  GREECE-BULGARIA BORDER REGION
 364;  GREECE
 365;  AEGEAN SEA
 366;  TURKEY
 367;  GEORGIA-ARMENIA-TURKEY BORD REG.
 368;  SOUTHERN GREECE
 369;  DODECANESE ISLANDS, GREECE
 370;  CRETE, GREECE
 371;  EASTERN MEDITERRANEAN SEA
 372;  CYPRUS REGION
 373;  DEAD SEA REGION
 374;  JORDAN - SYRIA REGION
 375;  IRAQ
 376;  PORTUGAL
 377;  SPAIN
 378;  PYRENEES
 379;  NEAR SOUTH COAST OF FRANCE
 380;  CORSICA, FRANCE
 381;  CENTRAL ITALY
 382;  ADRIATIC SEA
 383;  NORTHWESTERN BALKAN REGION
 384;  WEST OF GIBRALTAR
 385;  STRAIT OF GIBRALTAR
 386;  BALEARIC ISLANDS, SPAIN
 387;  WESTERN MEDITERRANEAN SEA
 388;  SARDINIA, ITALY
 389;  TYRRHENIAN SEA
 390;  SOUTHERN ITALY
 391;  ALBANIA
 392;  GREECE-ALBANIA BORDER REGION
 393;  MADEIRA ISLANDS, PORTUGAL REGION
 394;  CANARY ISLANDS, SPAIN REGION
 395;  MOROCCO
 396;  NORTHERN ALGERIA
 397;  TUNISIA
 398;  SICILY, ITALY
 399;  IONIAN SEA
 400;  CENTRAL MEDITERRANEAN SEA
 401;  NEAR COAST OF LIBYA
 402;  NORTH ATLANTIC OCEAN
 403;  NORTHERN MID-ATLANTIC RIDGE
 404;  AZORES ISLANDS REGION
 405;  AZORES ISLANDS, PORTUGAL
 406;  CENTRAL MID-ATLANTIC RIDGE
 407;  NORTH OF ASCENSION ISLAND
 408;  ASCENSION ISLAND REGION
 409;  SOUTH ATLANTIC OCEAN
 410;  SOUTHERN MID-ATLANTIC RIDGE
 411;  TRISTAN DA CUNHA REGION
 412;  BOUVET ISLAND REGION
 413;  SOUTHWEST OF AFRICA
 414;  SOUTHEASTERN ATLANTIC OCEAN
 738;  REYKJANES RIDGE
 739;  AZORES-CAPE ST. VINCENT RIDGE
 415;  EASTERN GULF OF ADEN
 416;  SOCOTRA REGION
 417;  ARABIAN SEA
 418;  LAKSHADWEEP REGION, INDIA
 419;  NORTHEASTERN SOMALIA
 420;  NORTH INDIAN OCEAN
 421;  CARLSBERG RIDGE
 422;  MALDIVE ISLANDS REGION
 423;  LACCADIVE SEA
 424;  SRI LANKA
 425;  SOUTH INDIAN OCEAN
 426;  CHAGOS ARCHIPELAGO REGION
 427;  MAURITIUS - REUNION REGION
 428;  SOUTHWEST INDIAN RIDGE
 429;  MID-INDIAN RIDGE
 430;  SOUTH OF AFRICA
 431;  PRINCE EDWARD ISLANDS REGION
 432;  CROZET ISLANDS REGION
 433;  KERGUELEN ISLANDS REGION
 434;  BROKEN RIDGE
 435;  SOUTHEAST INDIAN RIDGE
 436;  SOUTHERN KERGUELEN PLATEAU
 437;  SOUTH OF AUSTRALIA
 740;  OWEN FRACTURE ZONE REGION
 741;  INDIAN OCEAN TRIPLE JUNCTION
 742;  WESTERN INDIAN-ANTARCTIC RIDGE
 438;  SASKATCHEWAN, CANADA
 439;  MANITOBA, CANADA
 440;  HUDSON BAY
 441;  ONTARIO, CANADA
 442;  HUDSON STRAIT REGION, CANADA
 443;  NORTHERN QUEBEC, CANADA
 444;  DAVIS STRAIT
 445;  LABRADOR, CANADA
 446;  LABRADOR SEA
 447;  SOUTHERN QUEBEC, CANADA
 448;  GASPE PENINSULA, CANADA
 449;  EASTERN QUEBEC, CANADA
 450;  ANTICOSTI ISLAND, CANADA
 451;  NEW BRUNSWICK, CANADA
 452;  NOVA SCOTIA, CANADA
 453;  PRINCE EDWARD ISLAND, CANADA
 454;  GULF OF ST. LAWRENCE
 455;  NEWFOUNDLAND, CANADA
 456;  MONTANA
 457;  EASTERN IDAHO
 458;  HEBGEN LAKE REGION
 459;  YELLOWSTONE REGION, WYOMING
 460;  WYOMING
 461;  NORTH DAKOTA
 462;  SOUTH DAKOTA
 463;  NEBRASKA
 464;  MINNESOTA
 465;  IOWA
 466;  WISCONSIN
 467;  ILLINOIS
 468;  MICHIGAN
 469;  INDIANA
 470;  SOUTHERN ONTARIO, CANADA
 471;  OHIO
 472;  NEW YORK
 473;  PENNSYLVANIA
 474;  VERMONT - NEW HAMPSHIRE REGION
 475;  MAINE
 476;  SOUTHERN NEW ENGLAND
 477;  GULF OF MAINE
 478;  UTAH
 479;  COLORADO
 480;  KANSAS
 481;  IOWA-MISSOURI BORDER REGION
 482;  MISSOURI-KANSAS BORDER REGION
 483;  MISSOURI
 484;  MISSOURI-ARKANSAS BORDER REGION
 485;  EASTERN MISSOURI
 486;  NEW MADRID, MISSOURI  REGION
 487;  CAPE GIRARDEAU, MISSOURI  REGION
 488;  SOUTHERN ILLINOIS
 489;  SOUTHERN INDIANA
 490;  KENTUCKY
 491;  WEST VIRGINIA
 492;  VIRGINIA
 493;  CHESAPEAKE BAY REGION
 494;  NEW JERSEY
 495;  EASTERN ARIZONA
 496;  NEW MEXICO
 497;  TEXAS PANHANDLE REGION
 498;  WESTERN TEXAS
 499;  OKLAHOMA
 500;  CENTRAL TEXAS
 501;  ARKANSAS-OKLAHOMA BORDER REGION
 502;  ARKANSAS
 503;  LOUISIANA-TEXAS BORDER REGION
 504;  LOUISIANA
 505;  MISSISSIPPI
 506;  TENNESSEE
 507;  ALABAMA
 508;  WESTERN FLORIDA
 509;  GEORGIA, USA
 510;  FLORIDA-GEORGIA BORDER REGION
 511;  SOUTH CAROLINA
 512;  NORTH CAROLINA
 513;  OFF EAST COAST OF UNITED STATES
 514;  FLORIDA PENINSULA
 515;  BAHAMA ISLANDS
 516;  E. ARIZONA-SONORA BORDER REGION
 517;  NEW MEXICO-CHIHUAHUA BORDER REG.
 518;  TEXAS-MEXICO BORDER REGION
 519;  SOUTHERN TEXAS
 520;  NEAR COAST OF TEXAS
 521;  CHIHUAHUA, MEXICO
 522;  NORTHERN MEXICO
 523;  CENTRAL MEXICO
 524;  JALISCO, MEXICO
 525;  VERACRUZ, MEXICO
 526;  GULF OF MEXICO
 527;  BAY OF CAMPECHE
 528;  BRAZIL
 529;  GUYANA
 530;  SURINAME
 531;  FRENCH GUIANA
 532;  IRELAND
 533;  UNITED KINGDOM
 534;  NORTH SEA
 535;  SOUTHERN NORWAY
 536;  SWEDEN
 537;  BALTIC SEA
 538;  FRANCE
 539;  BAY OF BISCAY
 540;  THE NETHERLANDS
 541;  BELGIUM
 542;  DENMARK
 543;  GERMANY
 544;  SWITZERLAND
 545;  NORTHERN ITALY
 546;  AUSTRIA
 547;  CZECH AND SLOVAK REPUBLICS
 548;  POLAND
 549;  HUNGARY
 550;  NORTHWEST AFRICA
 551;  SOUTHERN ALGERIA
 552;  LIBYA
 553;  EGYPT
 554;  RED SEA
 555;  WESTERN ARABIAN PENINSULA
 556;  CHAD REGION
 557;  SUDAN
 558;  ETHIOPIA
 559;  WESTERN GULF OF ADEN
 560;  NORTHWESTERN SOMALIA
 561;  OFF S. COAST OF NORTHWEST AFRICA
 562;  CAMEROON
 563;  EQUATORIAL GUINEA
 564;  CENTRAL AFRICAN REPUBLIC
 565;  GABON
 566;  REPUBLIC OF CONGO
 567;  DEMOCRATIC REPUBLIC OF CONGO
 568;  UGANDA
 569;  LAKE VICTORIA REGION
 570;  KENYA
 571;  SOUTHERN SOMALIA
 572;  LAKE TANGANYIKA REGION
 573;  TANZANIA
 574;  NORTHWEST OF MADAGASCAR
 575;  ANGOLA
 576;  ZAMBIA
 577;  MALAWI
 578;  NAMIBIA
 579;  BOTSWANA
 580;  ZIMBABWE
 581;  MOZAMBIQUE
 582;  MOZAMBIQUE CHANNEL
 583;  MADAGASCAR
 584;  SOUTH AFRICA
 585;  LESOTHO
 586;  SWAZILAND
 587;  OFF COAST OF SOUTH AFRICA
 743;  WESTERN SAHARA
 744;  MAURITANIA
 745;  MALI
 746;  SENEGAL - GAMBIA REGION
 747;  GUINEA REGION
 748;  SIERRA LEONE
 749;  LIBERIA REGION
 750;  COTE D'IVOIRE
 751;  BURKINA FASO
 752;  GHANA
 753;  BENIN - TOGO REGION
 754;  NIGER
 755;  NIGERIA
 588;  NORTHWEST OF AUSTRALIA
 589;  WEST OF AUSTRALIA
 590;  WESTERN AUSTRALIA
 591;  NORTHERN TERRITORY, AUSTRALIA
 592;  SOUTH AUSTRALIA
 593;  GULF OF CARPENTARIA
 594;  QUEENSLAND, AUSTRALIA
 595;  CORAL SEA
 596;  NORTHWEST OF NEW CALEDONIA
 597;  SOUTHWEST OF NEW CALEDONIA
 598;  SOUTHWEST OF AUSTRALIA
 599;  OFF SOUTH COAST OF AUSTRALIA
 600;  NEAR COAST OF SOUTH AUSTRALIA
 601;  NEW SOUTH WALES, AUSTRALIA
 602;  VICTORIA, AUSTRALIA
 603;  NEAR S.E. COAST OF AUSTRALIA
 604;  NEAR EAST COAST OF AUSTRALIA
 605;  EAST OF AUSTRALIA
 606;  NORFOLK ISLAND REGION
 607;  NORTHWEST OF NEW ZEALAND
 608;  BASS STRAIT
 609;  TASMANIA REGION, AUSTRALIA REGION
 610;  SOUTHEAST OF AUSTRALIA
 611;  NORTH PACIFIC OCEAN
 612;  HAWAIIAN ISLANDS REGION
 613;  HAWAII
 614;  E. CAROLINE ISLANDS, MICRONESIA
 615;  MARSHALL ISLANDS REGION
 616;  ENEWETAK ATOLL REG, MARSHALL IS.
 617;  BIKINI ATOLL REG., MARSHALL IS.
 618;  GILBERT ISLANDS, KIRIBATI REGION
 619;  JOHNSTON ISLAND REGION
 620;  LINE ISLANDS REGION, KIRIBATI
 621;  PALMYRA ISLAND REGION, KIRIBATI
 622;  KIRITIMATI REGION, KIRIBATI
 623;  TUVALU REGION
 624;  PHOENIX ISLANDS, KIRIBATI REGION
 625;  TOKELAU ISLANDS REGION
 626;  NORTHERN COOK ISLANDS
 627;  COOK ISLANDS REGION
 628;  SOCIETY ISLANDS REGION
 629;  TUBUAI ISLANDS REGION
 630;  MARQUESAS ISLANDS REGION
 631;  TUAMOTU ARCHIPELAGO REGION
 632;  SOUTH PACIFIC OCEAN
 633;  LOMONOSOV RIDGE
 634;  ARCTIC OCEAN
 635;  NEAR NORTH COAST OF GREENLAND
 636;  EASTERN GREENLAND
 637;  ICELAND REGION
 638;  ICELAND
 639;  JAN MAYEN ISLAND REGION
 640;  GREENLAND SEA
 641;  NORTH OF SVALBARD
 642;  NORWEGIAN SEA
 643;  SVALBARD REGION
 644;  NORTH OF FRANZ JOSEF LAND
 645;  FRANZ JOSEF LAND, RUSSIA
 646;  NORTHERN NORWAY
 647;  BARENTS SEA
 648;  NOVAYA ZEMLYA, RUSSIA
 649;  KARA SEA
 650;  NEAR COAST OF W. SIBERIA, RUSSIA
 651;  NORTH OF SEVERNAYA ZEMLYA
 652;  SEVERNAYA ZEMLYA, RUSSIA
 653;  NEAR COAST OF C. SIBERIA, RUSSIA
 654;  EAST OF SEVERNAYA ZEMLYA, RUSSIA
 655;  LAPTEV SEA
 656;  SOUTHEASTERN SIBERIA, RUSSIA
 657;  E. RUSSIA-N.E. CHINA BORDER REG.
 658;  NORTHEASTERN CHINA
 659;  NORTH KOREA
 660;  SEA OF JAPAN
 661;  PRIMOR'YE, RUSSIA
 662;  SAKHALIN, RUSSIA
 663;  SEA OF OKHOTSK
 664;  SOUTHEASTERN CHINA
 665;  YELLOW SEA
 666;  OFF EASY COAST OF EASTERN CHINA
 667;  NORTH OF NEW SIBERIAN ISLANDS
 668;  NEW SIBERIAN ISLANDS, RUSSIA
 669;  EAST SIBERIAN SEA
 670;  NEAR N. COAST OF EASTERN SIBERIA
 671;  EASTERN SIBERIA, RUSSIA
 672;  CHUKCHI SEA
 673;  BERING STRAIT
 674;  ST. LAWRENCE ISLAND, ALASKA REG.
 675;  BEAUFORT SEA
 676;  NORTHERN ALASKA
 677;  NORTHERN YUKON TERRITORY, CANADA
 678;  QUEEN ELIZABETH ISLANDS, CANADA
 679;  NW TERRITORIES - NUNAVUT, CANADA
 680;  WESTERN GREENLAND
 681;  BAFFIN BAY
 682;  BAFFIN ISLAND REGION, CANADA
 683;  SOUTHEAST CENTRAL PACIFIC OCEAN
 684;  SOUTHERN EAST PACIFIC RISE
 685;  EASTER ISLAND REGION
 686;  WEST CHILE RISE
 687;  JUAN FERNANDEZ ISLANDS REGION
 688;  EAST OF NORTH ISLAND, N.Z.
 689;  CHATHAM ISLANDS, N.Z. REGION
